unique_id,lat,lng,r_code
AM900004-02,37.2121815,126.9785385,9
AM900004-03,37.2121815,126.9785385,9
AM900004-04,37.2121815,126.9785385,9
AM900005-01,37.2121905,126.9785047,9
AM900005-11,37.2121905,126.9785047,9
AM900006-01,37.2094966,126.9793955,9
AM900006-11,37.2094966,126.9793955,9
AM900007-01,37.2105854,126.9722866,9
AM900007-11,37.2105854,126.9722866,9
AM900008-01,37.565011,127.0845968,1
AM900008-02,37.565011,127.0845968,1
AM900009-01,37.565011,127.0845968,1
AM900009-11,37.565011,127.0845968,1
AM900010-01,37.7648794,126.7745263,9
AM900010-02,37.7648794,126.7745263,9
AM900010-03,37.7648794,126.7745263,9
AM900010-04,37.7648794,126.7745263,9
AM900011-01,35.965518,127.0182093,13
AM900011-02,35.965518,127.0182093,13
AM900011-03,35.965518,127.0182093,13
AM900012-01,37.5761509,126.8987638,1
AM900012-02,37.5761509,126.8987638,1
AM900012-03,37.5761509,126.8987638,1
AM900012-04,37.5761509,126.8987638,1
AM900012-05,37.5761509,126.8987638,1
AM900012-11,37.5761509,126.8987638,1
AM900012-12,37.5761509,126.8987638,1
AM900012-13,37.5761509,126.8987638,1
AM900012-14,37.5761509,126.8987638,1
AM900012-15,37.5761509,126.8987638,1
AM900013-01,37.2936915,127.0503544,9
AM900013-02,37.2936915,127.0503544,9
AM900013-03,37.2936915,127.0503544,9
AM900014-01,37.6650617,127.1122035,9
AM900014-02,37.6650617,127.1122035,9
AM900014-03,37.6650617,127.1122035,9
AM900014-04,37.6650617,127.1122035,9
AM900015-01,37.0894175,127.7992098,11
AM900015-11,37.0894175,127.7992098,11
AM900017-01,37.07925712,127.05599184,9
AM900018-01,36.3073248,127.3474257,6
AM900018-02,36.3073248,127.3474257,6
AM900018-03,36.3073248,127.3474257,6
AM900018-04,36.3073248,127.3474257,6
AM900018-05,36.3073248,127.3474257,6
AM900018-11,36.3073248,127.3474257,6
AM900018-12,36.3073248,127.3474257,6
AM900018-13,36.3073248,127.3474257,6
AM900018-14,36.3073248,127.3474257,6
AM900018-15,36.3073248,127.3474257,6
AM900019-01,37.0573037,127.0482433,9
AM900020-01,37.0572901,127.0482433,9
AM900021-01,37.05729015,127.0482208,9
AM900022-01,37.4888727,126.7792998,9
AM900022-02,37.4888727,126.7792998,9
AM900022-03,37.4888727,126.7792998,9
AM900022-04,37.4888727,126.7792998,9
AM900022-12,37.4888727,126.7792998,9
AM900022-13,37.4888727,126.7792998,9
AM900022-14,37.4888727,126.7792998,9
AM900023-01,37.4239053,127.1017134,9
AM900023-11,37.4239053,127.1017134,9
AM900024-01,37.5118236,126.7843042,9
AM900024-02,37.5118236,126.7843042,9
AM900024-03,37.5118236,126.7843042,9
AM900024-04,37.5118236,126.7843042,9
AM900024-05,37.5118236,126.7843042,9
AM900024-06,37.5118236,126.7843042,9
AM900024-07,37.5118236,126.7843042,9
AM900024-08,37.5118236,126.7843042,9
AM900024-09,37.5118236,126.7843042,9
AM900024-10,37.5118236,126.7843042,9
AM900024-11,37.5118236,126.7843042,9
AM900024-12,37.5118236,126.7843042,9
AM900024-13,37.5118236,126.7843042,9
AM900024-14,37.5118236,126.7843042,9
AM900024-15,37.5118236,126.7843042,9
AM900024-16,37.5118236,126.7843042,9
AM900024-17,37.5118236,126.7843042,9
AM900024-18,37.5118236,126.7843042,9
AM900025-01,37.463738,126.8030667,9
AM900025-02,37.463738,126.8030667,9
AM900025-11,37.463738,126.8030667,9
AM900025-12,37.463738,126.8030667,9
AM900026-01,35.94413786,128.5603226,3
AM900026-02,35.94413786,128.5603226,3
AM900026-03,35.94413786,128.5603226,3
AM900026-04,35.94413786,128.5603226,3
AM900026-05,35.94413786,128.5603226,3
AM900026-06,35.94413786,128.5603226,3
AM900026-07,35.94413786,128.5603226,3
AM900027-01,33.4889498,126.4697625,17
AM900028-01,37.26666684,127.0763187,9
AM900028-02,37.26666684,127.0763187,9
AM900028-03,37.26666684,127.0763187,9
AM900028-04,37.26666684,127.0763187,9
AM900028-11,37.26666684,127.0763187,9
AM900028-12,37.26666684,127.0763187,9
AM900028-13,37.26666684,127.0763187,9
AM900028-14,37.26666684,127.0763187,9
AM900029-01,36.4958423,127.3045433,8
AM900029-02,36.4958423,127.3045433,8
AM900029-11,36.4958423,127.3045433,8
AM900029-12,36.4958423,127.3045433,8
AM900030-01,36.49584229,127.3045433,8
AM900030-02,36.49584229,127.3045433,8
AM900030-03,36.49584229,127.3045433,8
AM900030-04,36.49584229,127.3045433,8
AM900030-05,36.49584229,127.3045433,8
AM900030-06,36.49584229,127.3045433,8
AM900030-07,36.49584229,127.3045433,8
AM900030-08,36.49584229,127.3045433,8
AM900030-09,36.49584229,127.3045433,8
AM900030-10,36.49584229,127.3045433,8
AM900030-11,36.49584229,127.3045433,8
AM900030-12,36.49584229,127.3045433,8
AM900030-13,36.49584229,127.3045433,8
AM900030-14,36.49584229,127.3045433,8
AM900030-15,36.49584229,127.3045433,8
AM900031-01,37.60037996,126.8939633,9
AM900031-02,37.60037996,126.8939633,9
AM900032-01,37.64984868,126.9139488,9
AM900032-02,37.64984868,126.9139488,9
AM900034-01,36.5094832,127.2605887,8
AM900034-11,36.5094832,127.2605887,8
AM900035-01,36.50948318,127.26058875,8
AM900035-02,36.50948318,127.26058875,8
AM900035-03,36.50948318,127.26058875,8
AM900035-04,36.50948318,127.26058875,8
AM900035-05,36.50948318,127.26058875,8
AM900035-06,36.50948318,127.26058875,8
AM900035-07,36.50948318,127.26058875,8
AM900036-01,36.35868596,127.3785725,6
AM900036-11,36.35868596,127.3785725,6
AM900037-01,36.358686,127.3785725,6
AM900037-02,36.358686,127.3785725,6
AM900037-03,36.358686,127.3785725,6
AM900037-04,36.358686,127.3785725,6
AM900037-05,36.358686,127.3785725,6
AM900037-06,36.358686,127.3785725,6
AM900037-07,36.358686,127.3785725,6
AM900038-01,36.35831537,127.38782561,6
AM900038-02,36.35831537,127.38782561,6
AM900038-03,36.35831537,127.38782561,6
AM900038-04,36.35831537,127.38782561,6
AM900038-05,36.35831537,127.38782561,6
AM900038-06,36.35831537,127.38782561,6
AM900038-07,36.35831537,127.38782561,6
AM900038-08,36.35831537,127.38782561,6
AM900038-09,36.35831537,127.38782561,6
AM900039-01,38.24921243,128.5669169,10
AM900039-02,38.24921243,128.5669169,10
AM900040-01,37.559106,126.8280365,1
AM900040-11,37.559106,126.8280365,1
AM900041-01,37.55909967,126.8279956,1
AM900041-11,37.55909967,126.8279956,1
AM900042-01,37.50232702,127.0444446,1
AM900042-02,37.50232702,127.0444446,1
AM900043-01,37.5225918,127.0303773,1
AM900043-02,37.5225918,127.0303773,1
AM900043-03,37.5225918,127.0303773,1
AM900044-01,37.5050847,127.02599437,1
