Sido,Sigungu,RegistrationMonth,VehicleType,RegisteredCount
경기,안성시,2021-05-01,승용,82516
경기,안양시 동안구,2021-05-01,승용,105296
경기,안양시 만안구,2021-05-01,승용,71394
경기,양주시,2021-05-01,승용,88096
경기,양평군,2021-05-01,승용,47186
경기,여주시,2021-05-01,승용,47339
경기,연천군,2021-05-01,승용,16750
경기,오산시,2021-05-01,승용,93939
경기,용인시 기흥구,2021-05-01,승용,171959
경기,용인시 수지구,2021-05-01,승용,138632
경기,용인시 처인구,2021-05-01,승용,107227
경기,의왕시,2021-05-01,승용,56825
경기,의정부시,2021-05-01,승용,139896
경기,이천시,2021-05-01,승용,92239
경기,파주시,2021-05-01,승용,182203
경기,평택시,2021-05-01,승용,245380
경기,포천시,2021-05-01,승용,62726
경기,하남시,2021-05-01,승용,107512
경기,화성시,2021-05-01,승용,382689
강원,강릉시,2021-05-01,승용,87806
강원,고성군,2021-05-01,승용,10260
강원,동해시,2021-05-01,승용,37088
강원,삼척시,2021-05-01,승용,24628
강원,속초시,2021-05-01,승용,31483
강원,양구군,2021-05-01,승용,8392
강원,양양군,2021-05-01,승용,11478
강원,영월군,2021-05-01,승용,14285
강원,원주시,2021-05-01,승용,144707
강원,인제군,2021-05-01,승용,13096
강원,정선군,2021-05-01,승용,13814
강원,철원군,2021-05-01,승용,16422
강원,춘천시,2021-05-01,승용,111721
강원,태백시,2021-05-01,승용,15839
강원,평창군,2021-05-01,승용,16407
강원,홍천군,2021-05-01,승용,26235
강원,화천군,2021-05-01,승용,9426
강원,횡성군,2021-05-01,승용,17755
충북,괴산군,2021-05-01,승용,14347
충북,단양군,2021-05-01,승용,10298
충북,보은군,2021-05-01,승용,11362
충북,영동군,2021-05-01,승용,16213
충북,옥천군,2021-05-01,승용,18756
충북,음성군,2021-05-01,승용,42896
충북,제천시,2021-05-01,승용,51654
충북,증평군,2021-05-01,승용,15443
충북,진천군,2021-05-01,승용,39729
충북,청원군,2021-05-01,승용,8
충북,청주시 상당구,2021-05-01,승용,78154
충북,청주시 서원구,2021-05-01,승용,84302
충북,청주시 청원구,2021-05-01,승용,86271
충북,청주시 흥덕구,2021-05-01,승용,110972
충북,충주시,2021-05-01,승용,86836
충남,공주시,2021-05-01,승용,39637
충남,금산군,2021-05-01,승용,19090
충남,논산시,2021-05-01,승용,43340
충남,당진시,2021-05-01,승용,75119
충남,보령시,2021-05-01,승용,38219
충남,부여군,2021-05-01,승용,21995
충남,서산시,2021-05-01,승용,74532
충남,서천군,2021-05-01,승용,18748
충남,아산시,2021-05-01,승용,141837
충남,예산군,2021-05-01,승용,30422
충남,천안시 동남구,2021-05-01,승용,108252
충남,천안시 서북구,2021-05-01,승용,171230
충남,청양군,2021-05-01,승용,10536
충남,태안군,2021-05-01,승용,23005
충남,홍성군,2021-05-01,승용,39250
전북,고창군,2021-05-01,승용,18776
전북,군산시,2021-05-01,승용,108396
전북,김제시,2021-05-01,승용,30621
전북,남원시,2021-05-01,승용,27275
전북,무주군,2021-05-01,승용,8202
전북,부안군,2021-05-01,승용,18041
전북,순창군,2021-05-01,승용,9222
전북,완주군,2021-05-01,승용,38026
전북,익산시,2021-05-01,승용,107432
전북,임실군,2021-05-01,승용,9054
전북,장수군,2021-05-01,승용,7442
전북,전주시 덕진구,2021-05-01,승용,149186
전북,전주시 완산구,2021-05-01,승용,131637
전북,정읍시,2021-05-01,승용,38097
전북,진안군,2021-05-01,승용,8792
전남,강진군,2021-05-01,승용,11597
전남,고흥군,2021-05-01,승용,19029
전남,곡성군,2021-05-01,승용,9585
전남,광양시,2021-05-01,승용,67246
전남,구례군,2021-05-01,승용,8732
전남,나주시,2021-05-01,승용,47993
전남,담양군,2021-05-01,승용,18507
전남,목포시,2021-05-01,승용,78363
전남,무안군,2021-05-01,승용,34913
전남,보성군,2021-05-01,승용,13210
전남,순천시,2021-05-01,승용,114638
전남,신안군,2021-05-01,승용,11999
전남,여수시,2021-05-01,승용,106780
전남,영광군,2021-05-01,승용,19077
전남,영암군,2021-05-01,승용,21693
전남,완도군,2021-05-01,승용,15217
전남,장성군,2021-05-01,승용,18012
전남,장흥군,2021-05-01,승용,12537
전남,진도군,2021-05-01,승용,10403
전남,함평군,2021-05-01,승용,11323
전남,해남군,2021-05-01,승용,22969
전남,화순군,2021-05-01,승용,23539
경북,경산시,2021-05-01,승용,112260
경북,경주시,2021-05-01,승용,111911
경북,고령군,2021-05-01,승용,13424
경북,구미시,2021-05-01,승용,181945
경북,군위군,2021-05-01,승용,9213
경북,김천시,2021-05-01,승용,55010
경북,문경시,2021-05-01,승용,25733
경북,봉화군,2021-05-01,승용,10680
경북,상주시,2021-05-01,승용,34596
경북,성주군,2021-05-01,승용,18834
경북,안동시,2021-05-01,승용,61193
경북,영덕군,2021-05-01,승용,12304
경북,영양군,2021-05-01,승용,5701
경북,영주시,2021-05-01,승용,39240
경북,영천시,2021-05-01,승용,42264
경북,예천군,2021-05-01,승용,21128
경북,울릉군,2021-05-01,승용,3615
경북,울진군,2021-05-01,승용,19010
경북,의성군,2021-05-01,승용,18205
경북,청도군,2021-05-01,승용,16624
경북,청송군,2021-05-01,승용,9393
경북,칠곡군,2021-05-01,승용,53809
경북,포항시 남구,2021-05-01,승용,100524
경북,포항시 북구,2021-05-01,승용,118816
경남,거제시,2021-05-01,승용,90970
경남,거창군,2021-05-01,승용,22471
경남,고성군,2021-05-01,승용,18459
경남,김해시,2021-05-01,승용,227720
경남,남해군,2021-05-01,승용,13171
경남,밀양시,2021-05-01,승용,40780
경남,사천시,2021-05-01,승용,44164
경남,산청군,2021-05-01,승용,12532
경남,양산시,2021-05-01,승용,139452
경남,의령군,2021-05-01,승용,9647
경남,진주시,2021-05-01,승용,134843
경남,창녕군,2021-05-01,승용,24184
경남,창원시 마산합포구,2021-05-01,승용,83380
경남,창원시 마산회원구,2021-05-01,승용,82054
경남,창원시 성산구,2021-05-01,승용,108468
경남,창원시 의창구,2021-05-01,승용,120778
경남,창원시 진해구,2021-05-01,승용,81734
경남,통영시,2021-05-01,승용,41504
경남,하동군,2021-05-01,승용,15745
경남,함안군,2021-05-01,승용,29066
경남,함양군,2021-05-01,승용,12583
경남,합천군,2021-05-01,승용,14730
제주,서귀포시,2021-05-01,승용,73190
제주,제주시,2021-05-01,승용,224149
서울,강남구,2021-06-01,승용,198734
서울,강동구,2021-06-01,승용,127044
서울,강북구,2021-06-01,승용,60947
서울,강서구,2021-06-01,승용,163615
서울,관악구,2021-06-01,승용,99543
서울,광진구,2021-06-01,승용,79754
서울,구로구,2021-06-01,승용,112778
서울,금천구,2021-06-01,승용,68797
서울,노원구,2021-06-01,승용,128691
서울,도봉구,2021-06-01,승용,76584
서울,동대문구,2021-06-01,승용,79612
서울,동작구,2021-06-01,승용,93174
서울,마포구,2021-06-01,승용,100401
서울,서대문구,2021-06-01,승용,74574
서울,서초구,2021-06-01,승용,152361
서울,성동구,2021-06-01,승용,82545
서울,성북구,2021-06-01,승용,103198
서울,송파구,2021-06-01,승용,201374
서울,양천구,2021-06-01,승용,126832
서울,영등포구,2021-06-01,승용,117113
서울,용산구,2021-06-01,승용,69689
서울,은평구,2021-06-01,승용,110745
서울,종로구,2021-06-01,승용,38900
서울,중구,2021-06-01,승용,38568
서울,중랑구,2021-06-01,승용,88795
부산,강서구,2021-06-01,승용,62906
부산,금정구,2021-06-01,승용,67572
부산,기장군,2021-06-01,승용,67143
부산,남구,2021-06-01,승용,79040
부산,동구,2021-06-01,승용,45105
부산,동래구,2021-06-01,승용,80131
부산,부산진구,2021-06-01,승용,107366
부산,북구,2021-06-01,승용,86245
부산,사상구,2021-06-01,승용,65730
부산,사하구,2021-06-01,승용,90348
부산,서구,2021-06-01,승용,24500
부산,수영구,2021-06-01,승용,59536
부산,연제구,2021-06-01,승용,80266
부산,영도구,2021-06-01,승용,25787
부산,중구,2021-06-01,승용,27150
부산,해운대구,2021-06-01,승용,148745
대구,남구,2021-06-01,승용,47625
대구,달서구,2021-06-01,승용,235457
대구,달성군,2021-06-01,승용,112098
대구,동구,2021-06-01,승용,131024
대구,북구,2021-06-01,승용,168368
대구,서구,2021-06-01,승용,55428
대구,수성구,2021-06-01,승용,194878
대구,중구,2021-06-01,승용,55904
인천,강화군,2021-06-01,승용,24827
인천,남동구,2021-06-01,승용,219954
인천,동구,2021-06-01,승용,19473
인천,미추홀구,2021-06-01,승용,142172
인천,부평구,2021-06-01,승용,188788
인천,서구,2021-06-01,승용,202296
인천,연수구,2021-06-01,승용,181791
인천,옹진군,2021-06-01,승용,7945
인천,중구,2021-06-01,승용,55539
광주,광산구,2021-06-01,승용,164624
광주,남구,2021-06-01,승용,79359
광주,동구,2021-06-01,승용,37736
광주,북구,2021-06-01,승용,161517
광주,서구,2021-06-01,승용,121800
대전,대덕구,2021-06-01,승용,69081
대전,동구,2021-06-01,승용,74445
대전,서구,2021-06-01,승용,181639
대전,유성구,2021-06-01,승용,158784
대전,중구,2021-06-01,승용,80396
울산,남구,2021-06-01,승용,134308
울산,동구,2021-06-01,승용,55770
울산,북구,2021-06-01,승용,102357
울산,울주군,2021-06-01,승용,101423
울산,중구,2021-06-01,승용,87636
세종,세종특별자치시,2021-06-01,승용,157244
경기,가평군,2021-06-01,승용,23421
경기,고양시 덕양구,2021-06-01,승용,157650
경기,고양시 일산동구,2021-06-01,승용,109455
경기,고양시 일산서구,2021-06-01,승용,104160
경기,과천시,2021-06-01,승용,23227
경기,광명시,2021-06-01,승용,86543
경기,광주시,2021-06-01,승용,157892
경기,구리시,2021-06-01,승용,59589
경기,군포시,2021-06-01,승용,86051
경기,김포시,2021-06-01,승용,191085
경기,남양주시,2021-06-01,승용,250233
경기,동두천시,2021-06-01,승용,31093
경기,부천시,2021-06-01,승용,249088
경기,성남시 분당구,2021-06-01,승용,173356
경기,성남시 수정구,2021-06-01,승용,66427
경기,성남시 중원구,2021-06-01,승용,59748
경기,수원시 권선구,2021-06-01,승용,164496
경기,수원시 영통구,2021-06-01,승용,137527
경기,수원시 장안구,2021-06-01,승용,89143
경기,수원시 팔달구,2021-06-01,승용,63446
경기,시흥시,2021-06-01,승용,206397
경기,안산시 단원구,2021-06-01,승용,127680
경기,안산시 상록구,2021-06-01,승용,120125
경기,안성시,2021-06-01,승용,82944
경기,안양시 동안구,2021-06-01,승용,105292
경기,안양시 만안구,2021-06-01,승용,71639
경기,양주시,2021-06-01,승용,88465
경기,양평군,2021-06-01,승용,47322
경기,여주시,2021-06-01,승용,47589
경기,연천군,2021-06-01,승용,16771
경기,오산시,2021-06-01,승용,94056
경기,용인시 기흥구,2021-06-01,승용,172239
경기,용인시 수지구,2021-06-01,승용,138757
경기,용인시 처인구,2021-06-01,승용,107635
경기,의왕시,2021-06-01,승용,56974
경기,의정부시,2021-06-01,승용,140554
경기,이천시,2021-06-01,승용,92544
경기,파주시,2021-06-01,승용,183141
경기,평택시,2021-06-01,승용,246506
경기,포천시,2021-06-01,승용,63098
경기,하남시,2021-06-01,승용,108755
경기,화성시,2021-06-01,승용,384713
강원,강릉시,2021-06-01,승용,87995
강원,고성군,2021-06-01,승용,10344
강원,동해시,2021-06-01,승용,37194
강원,삼척시,2021-06-01,승용,24671
강원,속초시,2021-06-01,승용,31577
강원,양구군,2021-06-01,승용,8379
강원,양양군,2021-06-01,승용,11521
강원,영월군,2021-06-01,승용,14279
강원,원주시,2021-06-01,승용,145203
강원,인제군,2021-06-01,승용,13235
강원,정선군,2021-06-01,승용,13848
강원,철원군,2021-06-01,승용,16464
강원,춘천시,2021-06-01,승용,111933
강원,태백시,2021-06-01,승용,15814
강원,평창군,2021-06-01,승용,16452
강원,홍천군,2021-06-01,승용,26309
강원,화천군,2021-06-01,승용,9477
강원,횡성군,2021-06-01,승용,17829
충북,괴산군,2021-06-01,승용,14395
충북,단양군,2021-06-01,승용,10296
충북,보은군,2021-06-01,승용,11347
충북,영동군,2021-06-01,승용,16224
충북,옥천군,2021-06-01,승용,18778
충북,음성군,2021-06-01,승용,42930
충북,제천시,2021-06-01,승용,51810
충북,증평군,2021-06-01,승용,15498
충북,진천군,2021-06-01,승용,39875
충북,청원군,2021-06-01,승용,8
충북,청주시 상당구,2021-06-01,승용,78286
충북,청주시 서원구,2021-06-01,승용,84236
충북,청주시 청원구,2021-06-01,승용,86500
충북,청주시 흥덕구,2021-06-01,승용,111774
충북,충주시,2021-06-01,승용,87178
충남,공주시,2021-06-01,승용,39753
충남,금산군,2021-06-01,승용,19049
충남,논산시,2021-06-01,승용,43364
충남,당진시,2021-06-01,승용,75305
충남,보령시,2021-06-01,승용,38343
충남,부여군,2021-06-01,승용,22002
충남,서산시,2021-06-01,승용,74754
충남,서천군,2021-06-01,승용,18757
충남,아산시,2021-06-01,승용,142789
충남,예산군,2021-06-01,승용,30429
충남,천안시 동남구,2021-06-01,승용,108424
충남,천안시 서북구,2021-06-01,승용,171655
충남,청양군,2021-06-01,승용,10539
충남,태안군,2021-06-01,승용,23051
충남,홍성군,2021-06-01,승용,39392
전북,고창군,2021-06-01,승용,18774
전북,군산시,2021-06-01,승용,108659
전북,김제시,2021-06-01,승용,30660
전북,남원시,2021-06-01,승용,27297
전북,무주군,2021-06-01,승용,8178
전북,부안군,2021-06-01,승용,18045
전북,순창군,2021-06-01,승용,9248
전북,완주군,2021-06-01,승용,38128
전북,익산시,2021-06-01,승용,107797
전북,임실군,2021-06-01,승용,9063
전북,장수군,2021-06-01,승용,7463
전북,전주시 덕진구,2021-06-01,승용,149285
전북,전주시 완산구,2021-06-01,승용,131914
전북,정읍시,2021-06-01,승용,38168
전북,진안군,2021-06-01,승용,8805
전남,강진군,2021-06-01,승용,11604
전남,고흥군,2021-06-01,승용,19109
전남,곡성군,2021-06-01,승용,9564
전남,광양시,2021-06-01,승용,67363
전남,구례군,2021-06-01,승용,8730
전남,나주시,2021-06-01,승용,48064
전남,담양군,2021-06-01,승용,18575
전남,목포시,2021-06-01,승용,78443
전남,무안군,2021-06-01,승용,35254
전남,보성군,2021-06-01,승용,13200
전남,순천시,2021-06-01,승용,114989
전남,신안군,2021-06-01,승용,12010
전남,여수시,2021-06-01,승용,106896
전남,영광군,2021-06-01,승용,19074
전남,영암군,2021-06-01,승용,21679
전남,완도군,2021-06-01,승용,15254
전남,장성군,2021-06-01,승용,17989
전남,장흥군,2021-06-01,승용,12539
전남,진도군,2021-06-01,승용,10417
전남,함평군,2021-06-01,승용,11322
전남,해남군,2021-06-01,승용,22979
전남,화순군,2021-06-01,승용,23597
경북,경산시,2021-06-01,승용,112799
경북,경주시,2021-06-01,승용,111999
경북,고령군,2021-06-01,승용,13417
경북,구미시,2021-06-01,승용,182088
경북,군위군,2021-06-01,승용,9234
경북,김천시,2021-06-01,승용,55046
경북,문경시,2021-06-01,승용,25768
경북,봉화군,2021-06-01,승용,10687
경북,상주시,2021-06-01,승용,34656
경북,성주군,2021-06-01,승용,18904
경북,안동시,2021-06-01,승용,61218
경북,영덕군,2021-06-01,승용,12316
경북,영양군,2021-06-01,승용,5724
경북,영주시,2021-06-01,승용,39336
경북,영천시,2021-06-01,승용,42177
경북,예천군,2021-06-01,승용,21139
경북,울릉군,2021-06-01,승용,3634
경북,울진군,2021-06-01,승용,19072
경북,의성군,2021-06-01,승용,18246
경북,청도군,2021-06-01,승용,16601
경북,청송군,2021-06-01,승용,9414
경북,칠곡군,2021-06-01,승용,53856
경북,포항시 남구,2021-06-01,승용,100734
경북,포항시 북구,2021-06-01,승용,119109
경남,거제시,2021-06-01,승용,91029
경남,거창군,2021-06-01,승용,22497
경남,고성군,2021-06-01,승용,18482
경남,김해시,2021-06-01,승용,228142
경남,남해군,2021-06-01,승용,13232
경남,밀양시,2021-06-01,승용,40884
경남,사천시,2021-06-01,승용,44262
경남,산청군,2021-06-01,승용,12541
경남,양산시,2021-06-01,승용,139807
경남,의령군,2021-06-01,승용,9629
경남,진주시,2021-06-01,승용,135211
경남,창녕군,2021-06-01,승용,24223
경남,창원시 마산합포구,2021-06-01,승용,83495
경남,창원시 마산회원구,2021-06-01,승용,82382
경남,창원시 성산구,2021-06-01,승용,109055
경남,창원시 의창구,2021-06-01,승용,121134
경남,창원시 진해구,2021-06-01,승용,82131
경남,통영시,2021-06-01,승용,41561
경남,하동군,2021-06-01,승용,15758
경남,함안군,2021-06-01,승용,29086
경남,함양군,2021-06-01,승용,12636
경남,합천군,2021-06-01,승용,14776
제주,서귀포시,2021-06-01,승용,73381
제주,제주시,2021-06-01,승용,225548
서울,강남구,2021-07-01,승용,198537
서울,강동구,2021-07-01,승용,127139
서울,강북구,2021-07-01,승용,60944
서울,강서구,2021-07-01,승용,163815
서울,관악구,2021-07-01,승용,99649
서울,광진구,2021-07-01,승용,79767
서울,구로구,2021-07-01,승용,112798
서울,금천구,2021-07-01,승용,69172
서울,노원구,2021-07-01,승용,128785
서울,도봉구,2021-07-01,승용,76668
서울,동대문구,2021-07-01,승용,79789
서울,동작구,2021-07-01,승용,93293
서울,마포구,2021-07-01,승용,100520
서울,서대문구,2021-07-01,승용,74637
서울,서초구,2021-07-01,승용,152466
서울,성동구,2021-07-01,승용,82638
서울,성북구,2021-07-01,승용,103305
서울,송파구,2021-07-01,승용,201456
서울,양천구,2021-07-01,승용,127009
서울,영등포구,2021-07-01,승용,116898
서울,용산구,2021-07-01,승용,69728
서울,은평구,2021-07-01,승용,111003
서울,종로구,2021-07-01,승용,38929
서울,중구,2021-07-01,승용,46187
서울,중랑구,2021-07-01,승용,88819
부산,강서구,2021-07-01,승용,63271
부산,금정구,2021-07-01,승용,67741
부산,기장군,2021-07-01,승용,67251
부산,남구,2021-07-01,승용,79168
부산,동구,2021-07-01,승용,45452
부산,동래구,2021-07-01,승용,80066
부산,부산진구,2021-07-01,승용,107455
부산,북구,2021-07-01,승용,86531
부산,사상구,2021-07-01,승용,65848
부산,사하구,2021-07-01,승용,90278
부산,서구,2021-07-01,승용,24550
부산,수영구,2021-07-01,승용,59410
부산,연제구,2021-07-01,승용,80558
부산,영도구,2021-07-01,승용,25839
부산,중구,2021-07-01,승용,27330
부산,해운대구,2021-07-01,승용,148903
대구,남구,2021-07-01,승용,47652
대구,달서구,2021-07-01,승용,236014
대구,달성군,2021-07-01,승용,112486
대구,동구,2021-07-01,승용,131363
대구,북구,2021-07-01,승용,168651
대구,서구,2021-07-01,승용,55435
대구,수성구,2021-07-01,승용,187593
대구,중구,2021-07-01,승용,53705
인천,강화군,2021-07-01,승용,24902
인천,남동구,2021-07-01,승용,215855
인천,동구,2021-07-01,승용,19848
인천,미추홀구,2021-07-01,승용,143042
인천,부평구,2021-07-01,승용,189669
인천,서구,2021-07-01,승용,203352
인천,연수구,2021-07-01,승용,182488
인천,옹진군,2021-07-01,승용,7992
인천,중구,2021-07-01,승용,55905
광주,광산구,2021-07-01,승용,164861
광주,남구,2021-07-01,승용,79672
광주,동구,2021-07-01,승용,37862
광주,북구,2021-07-01,승용,161954
광주,서구,2021-07-01,승용,121561
대전,대덕구,2021-07-01,승용,69241
대전,동구,2021-07-01,승용,74738
대전,서구,2021-07-01,승용,181865
대전,유성구,2021-07-01,승용,159183
대전,중구,2021-07-01,승용,80468
울산,남구,2021-07-01,승용,134270
울산,동구,2021-07-01,승용,55832
울산,북구,2021-07-01,승용,102494
울산,울주군,2021-07-01,승용,101684
울산,중구,2021-07-01,승용,87748
세종,세종특별자치시,2021-07-01,승용,158035
경기,가평군,2021-07-01,승용,23467
경기,고양시 덕양구,2021-07-01,승용,158272
경기,고양시 일산동구,2021-07-01,승용,109684
경기,고양시 일산서구,2021-07-01,승용,104364
경기,과천시,2021-07-01,승용,23373
경기,광명시,2021-07-01,승용,86776
경기,광주시,2021-07-01,승용,158319
경기,구리시,2021-07-01,승용,59586
경기,군포시,2021-07-01,승용,86144
경기,김포시,2021-07-01,승용,191814
경기,남양주시,2021-07-01,승용,251260
경기,동두천시,2021-07-01,승용,31201
경기,부천시,2021-07-01,승용,250006
경기,성남시 분당구,2021-07-01,승용,174236
경기,성남시 수정구,2021-07-01,승용,66397
경기,성남시 중원구,2021-07-01,승용,59706
경기,수원시 권선구,2021-07-01,승용,165399
경기,수원시 영통구,2021-07-01,승용,137640
경기,수원시 장안구,2021-07-01,승용,89293
경기,수원시 팔달구,2021-07-01,승용,63645
경기,시흥시,2021-07-01,승용,207420
경기,안산시 단원구,2021-07-01,승용,127922
경기,안산시 상록구,2021-07-01,승용,120453
경기,안성시,2021-07-01,승용,83090
경기,안양시 동안구,2021-07-01,승용,105072
경기,안양시 만안구,2021-07-01,승용,71945
경기,양주시,2021-07-01,승용,88636
경기,양평군,2021-07-01,승용,47507
경기,여주시,2021-07-01,승용,47708
경기,연천군,2021-07-01,승용,16814
경기,오산시,2021-07-01,승용,94431
경기,용인시 기흥구,2021-07-01,승용,172911
경기,용인시 수지구,2021-07-01,승용,138848
경기,용인시 처인구,2021-07-01,승용,107878
경기,의왕시,2021-07-01,승용,57499
경기,의정부시,2021-07-01,승용,141369
경기,이천시,2021-07-01,승용,92937
경기,파주시,2021-07-01,승용,184034
경기,평택시,2021-07-01,승용,247690
경기,포천시,2021-07-01,승용,63365
경기,하남시,2021-07-01,승용,109816
경기,화성시,2021-07-01,승용,386490
강원,강릉시,2021-07-01,승용,88332
강원,고성군,2021-07-01,승용,10416
강원,동해시,2021-07-01,승용,37329
강원,삼척시,2021-07-01,승용,24709
강원,속초시,2021-07-01,승용,31722
강원,양구군,2021-07-01,승용,8399
강원,양양군,2021-07-01,승용,11579
강원,영월군,2021-07-01,승용,14311
강원,원주시,2021-07-01,승용,145627
강원,인제군,2021-07-01,승용,13328
강원,정선군,2021-07-01,승용,13856
강원,철원군,2021-07-01,승용,16494
강원,춘천시,2021-07-01,승용,112204
강원,태백시,2021-07-01,승용,15823
강원,평창군,2021-07-01,승용,16431
강원,홍천군,2021-07-01,승용,26377
강원,화천군,2021-07-01,승용,9492
강원,횡성군,2021-07-01,승용,17910
충북,괴산군,2021-07-01,승용,14389
충북,단양군,2021-07-01,승용,10334
충북,보은군,2021-07-01,승용,11362
충북,영동군,2021-07-01,승용,16260
충북,옥천군,2021-07-01,승용,18874
충북,음성군,2021-07-01,승용,43071
충북,제천시,2021-07-01,승용,51926
충북,증평군,2021-07-01,승용,15509
충북,진천군,2021-07-01,승용,40034
충북,청원군,2021-07-01,승용,8
충북,청주시 상당구,2021-07-01,승용,78535
충북,청주시 서원구,2021-07-01,승용,88432
충북,청주시 청원구,2021-07-01,승용,86867
충북,청주시 흥덕구,2021-07-01,승용,112425
충북,충주시,2021-07-01,승용,87340
충남,공주시,2021-07-01,승용,39840
충남,금산군,2021-07-01,승용,19115
충남,논산시,2021-07-01,승용,43445
충남,당진시,2021-07-01,승용,75586
충남,보령시,2021-07-01,승용,38375
충남,부여군,2021-07-01,승용,22081
충남,서산시,2021-07-01,승용,74984
충남,서천군,2021-07-01,승용,18763
충남,아산시,2021-07-01,승용,143651
충남,예산군,2021-07-01,승용,30449
충남,천안시 동남구,2021-07-01,승용,108662
충남,천안시 서북구,2021-07-01,승용,172137
충남,청양군,2021-07-01,승용,10580
충남,태안군,2021-07-01,승용,23093
충남,홍성군,2021-07-01,승용,39442
전북,고창군,2021-07-01,승용,18818
전북,군산시,2021-07-01,승용,108906
전북,김제시,2021-07-01,승용,30725
전북,남원시,2021-07-01,승용,27370
전북,무주군,2021-07-01,승용,8199
전북,부안군,2021-07-01,승용,18086
전북,순창군,2021-07-01,승용,9247
전북,완주군,2021-07-01,승용,38326
전북,익산시,2021-07-01,승용,108002
전북,임실군,2021-07-01,승용,9065
전북,장수군,2021-07-01,승용,7481
전북,전주시 덕진구,2021-07-01,승용,149477
전북,전주시 완산구,2021-07-01,승용,132216
