Sido,Sigungu,RegistrationMonth,VehicleType,RegisteredCount
광주,북구,2022-09-01,승용,165225
광주,서구,2022-09-01,승용,124623
대전,대덕구,2022-09-01,승용,71259
대전,동구,2022-09-01,승용,75705
대전,서구,2022-09-01,승용,185614
대전,유성구,2022-09-01,승용,164258
대전,중구,2022-09-01,승용,81417
울산,남구,2022-09-01,승용,135197
울산,동구,2022-09-01,승용,56008
울산,북구,2022-09-01,승용,105690
울산,울주군,2022-09-01,승용,104213
울산,중구,2022-09-01,승용,87518
세종,세종특별자치시,2022-09-01,승용,168561
경기,가평군,2022-09-01,승용,24206
경기,고양시 덕양구,2022-09-01,승용,163955
경기,고양시 일산동구,2022-09-01,승용,112283
경기,고양시 일산서구,2022-09-01,승용,104471
경기,과천시,2022-09-01,승용,26862
경기,광명시,2022-09-01,승용,87718
경기,광주시,2022-09-01,승용,164587
경기,구리시,2022-09-01,승용,60133
경기,군포시,2022-09-01,승용,87458
경기,김포시,2022-09-01,승용,195791
경기,남양주시,2022-09-01,승용,262507
경기,동두천시,2022-09-01,승용,32127
경기,부천시,2022-09-01,승용,252435
경기,성남시 분당구,2022-09-01,승용,178822
경기,성남시 수정구,2022-09-01,승용,67541
경기,성남시 중원구,2022-09-01,승용,58937
경기,수원시 권선구,2022-09-01,승용,175495
경기,수원시 영통구,2022-09-01,승용,138294
경기,수원시 장안구,2022-09-01,승용,92762
경기,수원시 팔달구,2022-09-01,승용,67898
경기,시흥시,2022-09-01,승용,214092
경기,안산시 단원구,2022-09-01,승용,132711
경기,안산시 상록구,2022-09-01,승용,122325
경기,안성시,2022-09-01,승용,87385
경기,안양시 동안구,2022-09-01,승용,109469
경기,안양시 만안구,2022-09-01,승용,72796
경기,양주시,2022-09-01,승용,93155
경기,양평군,2022-09-01,승용,49515
경기,여주시,2022-09-01,승용,49656
경기,연천군,2022-09-01,승용,17225
경기,오산시,2022-09-01,승용,97138
경기,용인시 기흥구,2022-09-01,승용,177025
경기,용인시 수지구,2022-09-01,승용,141530
경기,용인시 처인구,2022-09-01,승용,111575
경기,의왕시,2022-09-01,승용,58516
경기,의정부시,2022-09-01,승용,146526
경기,이천시,2022-09-01,승용,97065
경기,파주시,2022-09-01,승용,197072
경기,평택시,2022-09-01,승용,267125
경기,포천시,2022-09-01,승용,65264
경기,하남시,2022-09-01,승용,117251
경기,화성시,2022-09-01,승용,407567
강원,강릉시,2022-09-01,승용,90711
강원,고성군,2022-09-01,승용,11210
강원,동해시,2022-09-01,승용,38479
강원,삼척시,2022-09-01,승용,25378
강원,속초시,2022-09-01,승용,33079
강원,양구군,2022-09-01,승용,8569
강원,양양군,2022-09-01,승용,11897
강원,영월군,2022-09-01,승용,14642
강원,원주시,2022-09-01,승용,152861
강원,인제군,2022-09-01,승용,13957
강원,정선군,2022-09-01,승용,14066
강원,철원군,2022-09-01,승용,16687
강원,춘천시,2022-09-01,승용,116971
강원,태백시,2022-09-01,승용,15750
강원,평창군,2022-09-01,승용,16922
강원,홍천군,2022-09-01,승용,26900
강원,화천군,2022-09-01,승용,9587
강원,횡성군,2022-09-01,승용,18453
충북,괴산군,2022-09-01,승용,14809
충북,단양군,2022-09-01,승용,10524
충북,보은군,2022-09-01,승용,11635
충북,영동군,2022-09-01,승용,16734
충북,옥천군,2022-09-01,승용,19379
충북,음성군,2022-09-01,승용,45017
충북,제천시,2022-09-01,승용,53043
충북,증평군,2022-09-01,승용,16365
충북,진천군,2022-09-01,승용,42043
충북,청원군,2022-09-01,승용,8
충북,청주시 상당구,2022-09-01,승용,82336
충북,청주시 서원구,2022-09-01,승용,88004
충북,청주시 청원구,2022-09-01,승용,89303
충북,청주시 흥덕구,2022-09-01,승용,116333
충북,충주시,2022-09-01,승용,90366
충남,공주시,2022-09-01,승용,40814
충남,금산군,2022-09-01,승용,19452
충남,논산시,2022-09-01,승용,44459
충남,당진시,2022-09-01,승용,78820
충남,보령시,2022-09-01,승용,39137
충남,부여군,2022-09-01,승용,22428
충남,서산시,2022-09-01,승용,77517
충남,서천군,2022-09-01,승용,19041
충남,아산시,2022-09-01,승용,153580
충남,예산군,2022-09-01,승용,31579
충남,천안시 동남구,2022-09-01,승용,111839
충남,천안시 서북구,2022-09-01,승용,176524
충남,청양군,2022-09-01,승용,10875
충남,태안군,2022-09-01,승용,23734
충남,홍성군,2022-09-01,승용,40231
전북,고창군,2022-09-01,승용,19244
전북,군산시,2022-09-01,승용,111713
전북,김제시,2022-09-01,승용,31823
전북,남원시,2022-09-01,승용,28042
전북,무주군,2022-09-01,승용,8469
전북,부안군,2022-09-01,승용,18301
전북,순창군,2022-09-01,승용,9528
전북,완주군,2022-09-01,승용,39886
전북,익산시,2022-09-01,승용,109899
전북,임실군,2022-09-01,승용,9300
전북,장수군,2022-09-01,승용,7661
전북,전주시 덕진구,2022-09-01,승용,151618
전북,전주시 완산구,2022-09-01,승용,134860
전북,정읍시,2022-09-01,승용,39257
전북,진안군,2022-09-01,승용,9099
전남,강진군,2022-09-01,승용,11891
전남,고흥군,2022-09-01,승용,19692
전남,곡성군,2022-09-01,승용,9923
전남,광양시,2022-09-01,승용,71178
전남,구례군,2022-09-01,승용,8890
전남,나주시,2022-09-01,승용,49629
전남,담양군,2022-09-01,승용,19280
전남,목포시,2022-09-01,승용,79713
전남,무안군,2022-09-01,승용,37656
전남,보성군,2022-09-01,승용,13424
전남,순천시,2022-09-01,승용,118087
전남,신안군,2022-09-01,승용,12606
전남,여수시,2022-09-01,승용,109407
전남,영광군,2022-09-01,승용,20046
전남,영암군,2022-09-01,승용,22618
전남,완도군,2022-09-01,승용,15622
전남,장성군,2022-09-01,승용,18518
전남,장흥군,2022-09-01,승용,12796
전남,진도군,2022-09-01,승용,10605
전남,함평군,2022-09-01,승용,11570
전남,해남군,2022-09-01,승용,23472
전남,화순군,2022-09-01,승용,24717
경북,경산시,2022-09-01,승용,115972
경북,경주시,2022-09-01,승용,114608
경북,고령군,2022-09-01,승용,13573
경북,구미시,2022-09-01,승용,184849
경북,군위군,2022-09-01,승용,9808
경북,김천시,2022-09-01,승용,56889
경북,문경시,2022-09-01,승용,26702
경북,봉화군,2022-09-01,승용,10934
경북,상주시,2022-09-01,승용,35493
경북,성주군,2022-09-01,승용,19522
경북,안동시,2022-09-01,승용,62184
경북,영덕군,2022-09-01,승용,12466
경북,영양군,2022-09-01,승용,5870
경북,영주시,2022-09-01,승용,40128
경북,영천시,2022-09-01,승용,43559
경북,예천군,2022-09-01,승용,22057
경북,울릉군,2022-09-01,승용,3933
경북,울진군,2022-09-01,승용,19429
경북,의성군,2022-09-01,승용,18752
경북,청도군,2022-09-01,승용,17174
경북,청송군,2022-09-01,승용,9612
경북,칠곡군,2022-09-01,승용,55252
경북,포항시 남구,2022-09-01,승용,100087
경북,포항시 북구,2022-09-01,승용,120892
경남,거제시,2022-09-01,승용,92246
경남,거창군,2022-09-01,승용,23113
경남,고성군,2022-09-01,승용,19007
경남,김해시,2022-09-01,승용,233933
경남,남해군,2022-09-01,승용,13707
경남,밀양시,2022-09-01,승용,41846
경남,사천시,2022-09-01,승용,45602
경남,산청군,2022-09-01,승용,13031
경남,양산시,2022-09-01,승용,144323
경남,의령군,2022-09-01,승용,10034
경남,진주시,2022-09-01,승용,138935
경남,창녕군,2022-09-01,승용,24602
경남,창원시 마산합포구,2022-09-01,승용,81817
경남,창원시 마산회원구,2022-09-01,승용,87281
경남,창원시 성산구,2022-09-01,승용,145365
경남,창원시 의창구,2022-09-01,승용,98502
경남,창원시 진해구,2022-09-01,승용,85352
경남,통영시,2022-09-01,승용,42174
경남,하동군,2022-09-01,승용,15937
경남,함안군,2022-09-01,승용,31977
경남,함양군,2022-09-01,승용,12979
경남,합천군,2022-09-01,승용,15221
제주,서귀포시,2022-09-01,승용,76185
제주,제주시,2022-09-01,승용,239363
서울,강남구,2022-10-01,승용,206392
서울,강동구,2022-10-01,승용,127790
서울,강북구,2022-10-01,승용,60975
서울,강서구,2022-10-01,승용,167251
서울,관악구,2022-10-01,승용,99613
서울,광진구,2022-10-01,승용,80392
서울,구로구,2022-10-01,승용,113876
서울,금천구,2022-10-01,승용,70872
서울,노원구,2022-10-01,승용,129250
서울,도봉구,2022-10-01,승용,76820
서울,동대문구,2022-10-01,승용,81274
서울,동작구,2022-10-01,승용,93806
서울,마포구,2022-10-01,승용,100951
서울,서대문구,2022-10-01,승용,75841
서울,서초구,2022-10-01,승용,150886
서울,성동구,2022-10-01,승용,82673
서울,성북구,2022-10-01,승용,105178
서울,송파구,2022-10-01,승용,206104
서울,양천구,2022-10-01,승용,127511
서울,영등포구,2022-10-01,승용,117664
서울,용산구,2022-10-01,승용,65434
서울,은평구,2022-10-01,승용,113007
서울,종로구,2022-10-01,승용,38965
서울,중구,2022-10-01,승용,45313
서울,중랑구,2022-10-01,승용,90415
부산,강서구,2022-10-01,승용,65697
부산,금정구,2022-10-01,승용,67015
부산,기장군,2022-10-01,승용,69907
부산,남구,2022-10-01,승용,79293
부산,동구,2022-10-01,승용,51437
부산,동래구,2022-10-01,승용,84552
부산,부산진구,2022-10-01,승용,108436
부산,북구,2022-10-01,승용,87670
부산,사상구,2022-10-01,승용,65616
부산,사하구,2022-10-01,승용,91913
부산,서구,2022-10-01,승용,25512
부산,수영구,2022-10-01,승용,58177
부산,연제구,2022-10-01,승용,85020
부산,영도구,2022-10-01,승용,26387
부산,중구,2022-10-01,승용,28820
부산,해운대구,2022-10-01,승용,149042
대구,남구,2022-10-01,승용,47832
대구,달서구,2022-10-01,승용,239765
대구,달성군,2022-10-01,승용,116007
대구,동구,2022-10-01,승용,134874
대구,북구,2022-10-01,승용,170640
대구,서구,2022-10-01,승용,55085
대구,수성구,2022-10-01,승용,192077
대구,중구,2022-10-01,승용,53520
인천,강화군,2022-10-01,승용,26366
인천,남동구,2022-10-01,승용,214434
인천,동구,2022-10-01,승용,18989
인천,미추홀구,2022-10-01,승용,140377
인천,부평구,2022-10-01,승용,202275
인천,서구,2022-10-01,승용,240244
인천,연수구,2022-10-01,승용,188600
인천,옹진군,2022-10-01,승용,8493
인천,중구,2022-10-01,승용,61986
광주,광산구,2022-10-01,승용,169018
광주,남구,2022-10-01,승용,81758
광주,동구,2022-10-01,승용,40069
광주,북구,2022-10-01,승용,166025
광주,서구,2022-10-01,승용,124348
대전,대덕구,2022-10-01,승용,71407
대전,동구,2022-10-01,승용,75769
대전,서구,2022-10-01,승용,185900
대전,유성구,2022-10-01,승용,164393
대전,중구,2022-10-01,승용,81478
울산,남구,2022-10-01,승용,135411
울산,동구,2022-10-01,승용,56011
울산,북구,2022-10-01,승용,105945
울산,울주군,2022-10-01,승용,104320
울산,중구,2022-10-01,승용,87577
세종,세종특별자치시,2022-10-01,승용,169044
경기,가평군,2022-10-01,승용,24278
경기,고양시 덕양구,2022-10-01,승용,164606
경기,고양시 일산동구,2022-10-01,승용,112341
경기,고양시 일산서구,2022-10-01,승용,104437
경기,과천시,2022-10-01,승용,26781
경기,광명시,2022-10-01,승용,87772
경기,광주시,2022-10-01,승용,164775
경기,구리시,2022-10-01,승용,60104
경기,군포시,2022-10-01,승용,87548
경기,김포시,2022-10-01,승용,196135
경기,남양주시,2022-10-01,승용,262930
경기,동두천시,2022-10-01,승용,32186
경기,부천시,2022-10-01,승용,252251
경기,성남시 분당구,2022-10-01,승용,178924
경기,성남시 수정구,2022-10-01,승용,67452
경기,성남시 중원구,2022-10-01,승용,59577
경기,수원시 권선구,2022-10-01,승용,174751
경기,수원시 영통구,2022-10-01,승용,138456
경기,수원시 장안구,2022-10-01,승용,92639
경기,수원시 팔달구,2022-10-01,승용,69004
경기,시흥시,2022-10-01,승용,214243
경기,안산시 단원구,2022-10-01,승용,132611
경기,안산시 상록구,2022-10-01,승용,122287
경기,안성시,2022-10-01,승용,87514
경기,안양시 동안구,2022-10-01,승용,109573
경기,안양시 만안구,2022-10-01,승용,73113
경기,양주시,2022-10-01,승용,93667
경기,양평군,2022-10-01,승용,49656
경기,여주시,2022-10-01,승용,49860
경기,연천군,2022-10-01,승용,17247
경기,오산시,2022-10-01,승용,97265
경기,용인시 기흥구,2022-10-01,승용,177565
경기,용인시 수지구,2022-10-01,승용,141718
경기,용인시 처인구,2022-10-01,승용,111638
경기,의왕시,2022-10-01,승용,58487
경기,의정부시,2022-10-01,승용,146802
경기,이천시,2022-10-01,승용,97353
경기,파주시,2022-10-01,승용,198038
경기,평택시,2022-10-01,승용,268100
경기,포천시,2022-10-01,승용,65338
경기,하남시,2022-10-01,승용,117564
경기,화성시,2022-10-01,승용,409653
강원,강릉시,2022-10-01,승용,90848
강원,고성군,2022-10-01,승용,11299
강원,동해시,2022-10-01,승용,38505
강원,삼척시,2022-10-01,승용,25455
강원,속초시,2022-10-01,승용,33116
강원,양구군,2022-10-01,승용,8610
강원,양양군,2022-10-01,승용,11939
강원,영월군,2022-10-01,승용,14653
강원,원주시,2022-10-01,승용,153351
강원,인제군,2022-10-01,승용,13959
강원,정선군,2022-10-01,승용,14088
강원,철원군,2022-10-01,승용,16715
강원,춘천시,2022-10-01,승용,117207
강원,태백시,2022-10-01,승용,15772
강원,평창군,2022-10-01,승용,16971
강원,홍천군,2022-10-01,승용,26975
강원,화천군,2022-10-01,승용,9569
강원,횡성군,2022-10-01,승용,18526
충북,괴산군,2022-10-01,승용,14864
충북,단양군,2022-10-01,승용,10560
충북,보은군,2022-10-01,승용,11671
충북,영동군,2022-10-01,승용,16762
충북,옥천군,2022-10-01,승용,19377
충북,음성군,2022-10-01,승용,45092
충북,제천시,2022-10-01,승용,53049
충북,증평군,2022-10-01,승용,16399
충북,진천군,2022-10-01,승용,42224
충북,청원군,2022-10-01,승용,8
충북,청주시 상당구,2022-10-01,승용,82768
충북,청주시 서원구,2022-10-01,승용,87958
충북,청주시 청원구,2022-10-01,승용,89414
충북,청주시 흥덕구,2022-10-01,승용,116433
충북,충주시,2022-10-01,승용,90611
충남,공주시,2022-10-01,승용,40944
충남,금산군,2022-10-01,승용,19474
충남,논산시,2022-10-01,승용,44602
충남,당진시,2022-10-01,승용,79055
충남,보령시,2022-10-01,승용,39166
충남,부여군,2022-10-01,승용,22474
충남,서산시,2022-10-01,승용,77719
충남,서천군,2022-10-01,승용,19032
충남,아산시,2022-10-01,승용,154060
충남,예산군,2022-10-01,승용,31823
충남,천안시 동남구,2022-10-01,승용,111955
충남,천안시 서북구,2022-10-01,승용,176981
충남,청양군,2022-10-01,승용,10909
충남,태안군,2022-10-01,승용,23789
충남,홍성군,2022-10-01,승용,40228
전북,고창군,2022-10-01,승용,19284
전북,군산시,2022-10-01,승용,111884
전북,김제시,2022-10-01,승용,31937
전북,남원시,2022-10-01,승용,28082
전북,무주군,2022-10-01,승용,8457
전북,부안군,2022-10-01,승용,18353
전북,순창군,2022-10-01,승용,9558
전북,완주군,2022-10-01,승용,39955
전북,익산시,2022-10-01,승용,109972
전북,임실군,2022-10-01,승용,9318
전북,장수군,2022-10-01,승용,7683
전북,전주시 덕진구,2022-10-01,승용,152006
전북,전주시 완산구,2022-10-01,승용,134928
전북,정읍시,2022-10-01,승용,39328
전북,진안군,2022-10-01,승용,9083
전남,강진군,2022-10-01,승용,11923
전남,고흥군,2022-10-01,승용,19724
전남,곡성군,2022-10-01,승용,9936
전남,광양시,2022-10-01,승용,71476
전남,구례군,2022-10-01,승용,8884
전남,나주시,2022-10-01,승용,49657
전남,담양군,2022-10-01,승용,19320
전남,목포시,2022-10-01,승용,80007
전남,무안군,2022-10-01,승용,37724
전남,보성군,2022-10-01,승용,13450
전남,순천시,2022-10-01,승용,118220
전남,신안군,2022-10-01,승용,12652
전남,여수시,2022-10-01,승용,109569
전남,영광군,2022-10-01,승용,20096
전남,영암군,2022-10-01,승용,22681
전남,완도군,2022-10-01,승용,15669
전남,장성군,2022-10-01,승용,18550
전남,장흥군,2022-10-01,승용,12809
전남,진도군,2022-10-01,승용,10616
전남,함평군,2022-10-01,승용,11589
전남,해남군,2022-10-01,승용,23536
전남,화순군,2022-10-01,승용,24740
경북,경산시,2022-10-01,승용,116021
경북,경주시,2022-10-01,승용,114797
경북,고령군,2022-10-01,승용,13608
경북,구미시,2022-10-01,승용,184952
경북,군위군,2022-10-01,승용,9802
경북,김천시,2022-10-01,승용,56950
경북,문경시,2022-10-01,승용,26716
경북,봉화군,2022-10-01,승용,10933
경북,상주시,2022-10-01,승용,35593
경북,성주군,2022-10-01,승용,19562
경북,안동시,2022-10-01,승용,62267
경북,영덕군,2022-10-01,승용,12519
경북,영양군,2022-10-01,승용,5878
경북,영주시,2022-10-01,승용,40175
경북,영천시,2022-10-01,승용,43655
경북,예천군,2022-10-01,승용,22139
경북,울릉군,2022-10-01,승용,3947
경북,울진군,2022-10-01,승용,19452
경북,의성군,2022-10-01,승용,18782
경북,청도군,2022-10-01,승용,17190
경북,청송군,2022-10-01,승용,9651
경북,칠곡군,2022-10-01,승용,55381
경북,포항시 남구,2022-10-01,승용,100942
경북,포항시 북구,2022-10-01,승용,121027
경남,거제시,2022-10-01,승용,92313
경남,거창군,2022-10-01,승용,23192
경남,고성군,2022-10-01,승용,19048
경남,김해시,2022-10-01,승용,234298
경남,남해군,2022-10-01,승용,13737
경남,밀양시,2022-10-01,승용,41929
경남,사천시,2022-10-01,승용,45689
경남,산청군,2022-10-01,승용,13065
경남,양산시,2022-10-01,승용,144388
경남,의령군,2022-10-01,승용,10045
경남,진주시,2022-10-01,승용,139332
경남,창녕군,2022-10-01,승용,24631
경남,창원시 마산합포구,2022-10-01,승용,82067
경남,창원시 마산회원구,2022-10-01,승용,87757
경남,창원시 성산구,2022-10-01,승용,146263
경남,창원시 의창구,2022-10-01,승용,98725
경남,창원시 진해구,2022-10-01,승용,85522
경남,통영시,2022-10-01,승용,42209
경남,하동군,2022-10-01,승용,15928
경남,함안군,2022-10-01,승용,32007
경남,함양군,2022-10-01,승용,13019
경남,합천군,2022-10-01,승용,15219
제주,서귀포시,2022-10-01,승용,76257
제주,제주시,2022-10-01,승용,240197
서울,강남구,2022-11-01,승용,206959
서울,강동구,2022-11-01,승용,128030
서울,강북구,2022-11-01,승용,60982
서울,강서구,2022-11-01,승용,167831
서울,관악구,2022-11-01,승용,99744
서울,광진구,2022-11-01,승용,80400
서울,구로구,2022-11-01,승용,114286
서울,금천구,2022-11-01,승용,70975
서울,노원구,2022-11-01,승용,129348
서울,도봉구,2022-11-01,승용,76856
서울,동대문구,2022-11-01,승용,81405
서울,동작구,2022-11-01,승용,93709
서울,마포구,2022-11-01,승용,101016
서울,서대문구,2022-11-01,승용,76125
서울,서초구,2022-11-01,승용,151178
서울,성동구,2022-11-01,승용,82832
서울,성북구,2022-11-01,승용,105238
서울,송파구,2022-11-01,승용,206249
서울,양천구,2022-11-01,승용,127627
서울,영등포구,2022-11-01,승용,117501
서울,용산구,2022-11-01,승용,65422
서울,은평구,2022-11-01,승용,112953
서울,종로구,2022-11-01,승용,39024
서울,중구,2022-11-01,승용,45278
서울,중랑구,2022-11-01,승용,90559
부산,강서구,2022-11-01,승용,65782
부산,금정구,2022-11-01,승용,66892
부산,기장군,2022-11-01,승용,70155
부산,남구,2022-11-01,승용,79238
부산,동구,2022-11-01,승용,51542
부산,동래구,2022-11-01,승용,84596
부산,부산진구,2022-11-01,승용,109194
부산,북구,2022-11-01,승용,87668
부산,사상구,2022-11-01,승용,65889
부산,사하구,2022-11-01,승용,91967
부산,서구,2022-11-01,승용,25596
부산,수영구,2022-11-01,승용,58198
부산,연제구,2022-11-01,승용,85050
부산,영도구,2022-11-01,승용,26389
부산,중구,2022-11-01,승용,29020
부산,해운대구,2022-11-01,승용,148846
대구,남구,2022-11-01,승용,47935
대구,달서구,2022-11-01,승용,240157
대구,달성군,2022-11-01,승용,116291
대구,동구,2022-11-01,승용,135482
대구,북구,2022-11-01,승용,171025
대구,서구,2022-11-01,승용,55426
대구,수성구,2022-11-01,승용,192033
대구,중구,2022-11-01,승용,53567
인천,강화군,2022-11-01,승용,26465
인천,남동구,2022-11-01,승용,215050
인천,동구,2022-11-01,승용,19169
인천,미추홀구,2022-11-01,승용,140557
인천,부평구,2022-11-01,승용,202601
인천,서구,2022-11-01,승용,241701
인천,연수구,2022-11-01,승용,189573
인천,옹진군,2022-11-01,승용,8541
인천,중구,2022-11-01,승용,62530
광주,광산구,2022-11-01,승용,169289
광주,남구,2022-11-01,승용,81756
광주,동구,2022-11-01,승용,40126
광주,북구,2022-11-01,승용,166548
광주,서구,2022-11-01,승용,124842
대전,대덕구,2022-11-01,승용,71485
대전,동구,2022-11-01,승용,75877
대전,서구,2022-11-01,승용,186300
대전,유성구,2022-11-01,승용,165121
대전,중구,2022-11-01,승용,81555
울산,남구,2022-11-01,승용,135628
울산,동구,2022-11-01,승용,56056
울산,북구,2022-11-01,승용,106201
울산,울주군,2022-11-01,승용,104644
울산,중구,2022-11-01,승용,87657
세종,세종특별자치시,2022-11-01,승용,169645
경기,가평군,2022-11-01,승용,24358
경기,고양시 덕양구,2022-11-01,승용,165305
경기,고양시 일산동구,2022-11-01,승용,112512
경기,고양시 일산서구,2022-11-01,승용,104536
경기,과천시,2022-11-01,승용,26868
경기,광명시,2022-11-01,승용,88071
경기,광주시,2022-11-01,승용,165398
경기,구리시,2022-11-01,승용,60180
경기,군포시,2022-11-01,승용,87716
경기,김포시,2022-11-01,승용,196534
경기,남양주시,2022-11-01,승용,263496
경기,동두천시,2022-11-01,승용,32169
경기,부천시,2022-11-01,승용,252261
경기,성남시 분당구,2022-11-01,승용,179169
경기,성남시 수정구,2022-11-01,승용,67443
경기,성남시 중원구,2022-11-01,승용,59856
경기,수원시 권선구,2022-11-01,승용,175532
경기,수원시 영통구,2022-11-01,승용,138575
경기,수원시 장안구,2022-11-01,승용,92715
경기,수원시 팔달구,2022-11-01,승용,69528
경기,시흥시,2022-11-01,승용,215137
경기,안산시 단원구,2022-11-01,승용,132497
경기,안산시 상록구,2022-11-01,승용,122260
경기,안성시,2022-11-01,승용,87569
경기,안양시 동안구,2022-11-01,승용,109851
경기,안양시 만안구,2022-11-01,승용,73235
경기,양주시,2022-11-01,승용,94631
경기,양평군,2022-11-01,승용,49810
경기,여주시,2022-11-01,승용,50072
경기,연천군,2022-11-01,승용,17231
경기,오산시,2022-11-01,승용,97351
경기,용인시 기흥구,2022-11-01,승용,177939
경기,용인시 수지구,2022-11-01,승용,142031
경기,용인시 처인구,2022-11-01,승용,111963
경기,의왕시,2022-11-01,승용,58545
경기,의정부시,2022-11-01,승용,147398
경기,이천시,2022-11-01,승용,97828
경기,파주시,2022-11-01,승용,199027
경기,평택시,2022-11-01,승용,269363
경기,포천시,2022-11-01,승용,65366
경기,하남시,2022-11-01,승용,117950
경기,화성시,2022-11-01,승용,412213
강원,강릉시,2022-11-01,승용,91123
강원,고성군,2022-11-01,승용,11317
강원,동해시,2022-11-01,승용,38603
강원,삼척시,2022-11-01,승용,25485
강원,속초시,2022-11-01,승용,33284
강원,양구군,2022-11-01,승용,8578
강원,양양군,2022-11-01,승용,12031
강원,영월군,2022-11-01,승용,14696
강원,원주시,2022-11-01,승용,153661
강원,인제군,2022-11-01,승용,14022
강원,정선군,2022-11-01,승용,14075
강원,철원군,2022-11-01,승용,16780
강원,춘천시,2022-11-01,승용,117662
강원,태백시,2022-11-01,승용,15836
강원,평창군,2022-11-01,승용,17093
강원,홍천군,2022-11-01,승용,27142
강원,화천군,2022-11-01,승용,9569
강원,횡성군,2022-11-01,승용,18519
충북,괴산군,2022-11-01,승용,14941
충북,단양군,2022-11-01,승용,10596
충북,보은군,2022-11-01,승용,11724
충북,영동군,2022-11-01,승용,16818
충북,옥천군,2022-11-01,승용,19450
충북,음성군,2022-11-01,승용,45199
충북,제천시,2022-11-01,승용,53208
충북,증평군,2022-11-01,승용,16460
충북,진천군,2022-11-01,승용,42375
충북,청원군,2022-11-01,승용,8
충북,청주시 상당구,2022-11-01,승용,82977
충북,청주시 서원구,2022-11-01,승용,87908
충북,청주시 청원구,2022-11-01,승용,89798
충북,청주시 흥덕구,2022-11-01,승용,116733
충북,충주시,2022-11-01,승용,90790
충남,공주시,2022-11-01,승용,41052
충남,금산군,2022-11-01,승용,19588
충남,논산시,2022-11-01,승용,44733
충남,당진시,2022-11-01,승용,79453
충남,보령시,2022-11-01,승용,39280
충남,부여군,2022-11-01,승용,22476
충남,서산시,2022-11-01,승용,78031
충남,서천군,2022-11-01,승용,19056
충남,아산시,2022-11-01,승용,154932
충남,예산군,2022-11-01,승용,32023
충남,천안시 동남구,2022-11-01,승용,112304
충남,천안시 서북구,2022-11-01,승용,177488
충남,청양군,2022-11-01,승용,10943
충남,태안군,2022-11-01,승용,23854
충남,홍성군,2022-11-01,승용,40333
전북,고창군,2022-11-01,승용,19305
전북,군산시,2022-11-01,승용,112111
전북,김제시,2022-11-01,승용,32094
전북,남원시,2022-11-01,승용,28149
전북,무주군,2022-11-01,승용,8485
전북,부안군,2022-11-01,승용,18440
전북,순창군,2022-11-01,승용,9596
전북,완주군,2022-11-01,승용,40114
전북,익산시,2022-11-01,승용,110269
전북,임실군,2022-11-01,승용,9343
전북,장수군,2022-11-01,승용,7710
전북,전주시 덕진구,2022-11-01,승용,152694
전북,전주시 완산구,2022-11-01,승용,134910
전북,정읍시,2022-11-01,승용,39448
전북,진안군,2022-11-01,승용,9052
전남,강진군,2022-11-01,승용,11959
전남,고흥군,2022-11-01,승용,19775
전남,곡성군,2022-11-01,승용,9979
전남,광양시,2022-11-01,승용,71814
전남,구례군,2022-11-01,승용,8917
전남,나주시,2022-11-01,승용,50010
전남,담양군,2022-11-01,승용,19399
전남,목포시,2022-11-01,승용,80288
전남,무안군,2022-11-01,승용,37775
전남,보성군,2022-11-01,승용,13511
전남,순천시,2022-11-01,승용,118467
전남,신안군,2022-11-01,승용,12665
전남,여수시,2022-11-01,승용,109810
전남,영광군,2022-11-01,승용,20168
전남,영암군,2022-11-01,승용,22771
전남,완도군,2022-11-01,승용,15666
전남,장성군,2022-11-01,승용,18565
전남,장흥군,2022-11-01,승용,12799
전남,진도군,2022-11-01,승용,10679
전남,함평군,2022-11-01,승용,11652
전남,해남군,2022-11-01,승용,23646
전남,화순군,2022-11-01,승용,24828
경북,경산시,2022-11-01,승용,116187
경북,경주시,2022-11-01,승용,115153
경북,고령군,2022-11-01,승용,13725
경북,구미시,2022-11-01,승용,185339
경북,군위군,2022-11-01,승용,9820
경북,김천시,2022-11-01,승용,57048
경북,문경시,2022-11-01,승용,26734
경북,봉화군,2022-11-01,승용,10948
경북,상주시,2022-11-01,승용,35676
경북,성주군,2022-11-01,승용,19592
경북,안동시,2022-11-01,승용,62383
경북,영덕군,2022-11-01,승용,12537
경북,영양군,2022-11-01,승용,5895
경북,영주시,2022-11-01,승용,40276
경북,영천시,2022-11-01,승용,43778
경북,예천군,2022-11-01,승용,22228
경북,울릉군,2022-11-01,승용,3933
경북,울진군,2022-11-01,승용,19485
경북,의성군,2022-11-01,승용,18812
경북,청도군,2022-11-01,승용,17275
경북,청송군,2022-11-01,승용,9686
경북,칠곡군,2022-11-01,승용,55531
경북,포항시 남구,2022-11-01,승용,101563
경북,포항시 북구,2022-11-01,승용,121357
경남,거제시,2022-11-01,승용,92513
경남,거창군,2022-11-01,승용,23296
경남,고성군,2022-11-01,승용,19106
경남,김해시,2022-11-01,승용,234713
경남,남해군,2022-11-01,승용,13786
경남,밀양시,2022-11-01,승용,42148
경남,사천시,2022-11-01,승용,45841
경남,산청군,2022-11-01,승용,13134
경남,양산시,2022-11-01,승용,145023
경남,의령군,2022-11-01,승용,10071
경남,진주시,2022-11-01,승용,139776
경남,창녕군,2022-11-01,승용,24607
경남,창원시 마산합포구,2022-11-01,승용,82843
